resume_text,job_role
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, Pandas, TensorFlow, Flask, Excel, Communication, Leadership. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, Java, SQL, Azure, Scikit-learn, TensorFlow, Git, NLP, Problem Solving. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Machine Learning, Excel, Scikit-learn, Leadership, Python, Data Analysis, Power BI, SQL, Azure. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Git, Power BI, Tableau, NumPy, Flask, Python. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Docker, Problem Solving, Flask, Python, NLP, Data Analysis. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in SQL, Docker, Azure, NLP, Pandas, Python, TensorFlow, Power BI, Machine Learning, AWS. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, Data Analysis, Python, Docker, Deep Learning, C++, Power BI, Leadership, Git, Flask. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in NLP, Excel, PyTorch, Docker, Flask, SQL, AWS, Machine Learning, Tableau. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Leadership, NumPy, Java, Docker, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in AWS, Java, NLP, Problem Solving, Scikit-learn, NumPy, C++, SQL, Flask, Power BI. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Deep Learning, Java, Python, Leadership, SQL, PyTorch, TensorFlow, Machine Learning. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Pandas, SQL, Git, TensorFlow, PyTorch, Tableau. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in AWS, TensorFlow, SQL, Tableau, Flask, Machine Learning, Leadership, NLP. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Excel, AWS, Java, PyTorch, TensorFlow. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Docker, Excel, C++, Leadership, TensorFlow, Java, Python. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Problem Solving, SQL, NumPy, Git, Java, Deep Learning. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Leadership, Machine Learning, Communication, Excel, Power BI. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Java, NumPy, Excel, Docker, NLP, Python, Communication. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Docker, Power BI, NLP, Azure, Python. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Flask, Python, Data Analysis, C++, NLP, Git. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Flask, Azure, PyTorch, Data Analysis, Leadership, Problem Solving, Deep Learning, Git, Machine Learning. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Java, AWS, Pandas, Communication, Python, Git, Tableau, C++, Deep Learning, Excel. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Scikit-learn, Tableau, SQL, AWS, NumPy, Azure, NLP, Excel, Leadership, TensorFlow. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Azure, PyTorch, Machine Learning, AWS, NLP, Git, Docker, SQL, Problem Solving. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Power BI, NLP, Leadership, Deep Learning, SQL, Pandas, Flask, TensorFlow, Python, Tableau. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Excel, Machine Learning, Flask, AWS, Azure, Data Analysis. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Python, Flask, Git, C++, Excel, Docker. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in C++, NumPy, TensorFlow, Azure, Problem Solving, Leadership, Java, Machine Learning. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in NLP, Machine Learning, Scikit-learn, Docker, Leadership. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Machine Learning, SQL, PyTorch, NumPy, Deep Learning, Tableau, AWS, TensorFlow, Python, Communication. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Power BI, Machine Learning, SQL, Python, AWS, Scikit-learn, NLP, Docker, TensorFlow, Excel. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Power BI, Python, Machine Learning, Leadership, Communication. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Flask, NLP, Problem Solving, Java, Leadership, Excel, NumPy, SQL, Python, Deep Learning. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Java, Power BI, Data Analysis, AWS, Python. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in NumPy, Python, Excel, TensorFlow, Flask, Communication, Machine Learning, C++, Leadership, Git. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Git, Data Analysis, Java, SQL, C++, Azure, Deep Learning, Tableau, PyTorch, Python. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in NumPy, PyTorch, TensorFlow, Scikit-learn, Java, Python, Tableau, SQL. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, Deep Learning, Flask, Tableau, Problem Solving, Azure, SQL, Scikit-learn, Communication, TensorFlow. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in PyTorch, Machine Learning, Excel, NumPy, SQL. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Azure, Java, Machine Learning, AWS, Scikit-learn. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Python, PyTorch, NumPy, Deep Learning, Flask, Tableau, Excel. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Leadership, Deep Learning, Azure, Communication, Pandas, Machine Learning, Python, Flask, Problem Solving. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
